Row Labels,Sum of Total Available Quantity,new style code
BOMCF441XL51-6079A,1,BOMCF441XL51-6079A
BOMCF441XL51-6079B,0,BOMCF441XL51-6079B
BOMCF458RL53-6388A,31,BOMCF458RL53-6388A
BOMCF458RL53-6388B,24,BOMCF458RL53-6388B
BOMCF458RL53-6389A,30,BOMCF458RL53-6389A
BOMCF458RL53-6389B,30,BOMCF458RL53-6389B
BOMCF458SL53-6252A,7,BOMCF458SL53-6252A
BOMCF458SL53-6252B,0,BOMCF458SL53-6252B
BOMCF458SL53-6258,47,BOMCF458SL53-6258
BOMCF458SL53-6320,10,BOMCF458SL53-6320
BOMCF458SL53-6351A,84,BOMCF458SL53-6351A
BOMCF458SL53-6351B,48,BOMCF458SL53-6351B
BOMCF458SL53-6371,31,BOMCF458SL53-6371
BOMCF458X-FW0478,12,BOMCF458X-FW0478
BOMCF537X-FW0588,19,BOMCF537X-FW0588
BOMCF537X-FW0589,21,BOMCF537X-FW0589
BOMCF570XL52-6118A,16,BOMCF570XL52-6118A
BOMCF570XL52-6118B,16,BOMCF570XL52-6118B
BOMCF634XL54-6129,1,BOMCF634XL54-6129
BOMCF634XL54-6170,23,BOMCF634XL54-6170
BOMCF634XL54-6171A,0,BOMCF634XL54-6171A
BOMCF634XL54-6171B,0,BOMCF634XL54-6171B
BOMCF634XL54-6172B,0,BOMCF634XL54-6172B
BOMCF728RL54-4945I,51,BOMCF728RL54-4945I
BOMCF728RL54-4945W,61,BOMCF728RL54-4945W
BOMCF729R-FW0009-C001,59,BOMCF729R-FW0009-C001
BOMCF729R-FW0009-C053,45,BOMCF729R-FW0009-C053
BOMCF729R-FW0009-C140,201,BOMCF729R-FW0009-C140
BOMCF729RL53-4945Q,11,BOMCF729RL53-4945Q
BOMCF730R-FW0009-C001,201,BOMCF730R-FW0009-C001
BOMCF730R-FW0009-C048,86,BOMCF730R-FW0009-C048
BOMCF730RL53-4945L,1,BOMCF730RL53-4945L
BOMCF730RL54-4945I,11,BOMCF730RL54-4945I
BOMCF732R-FW0009-C514,256,BOMCF732R-FW0009-C514
BOMCF732RL53-4945AQ,6,BOMCF732RL53-4945AQ
BOMCF732RL53-4945AS,113,BOMCF732RL53-4945AS
BOMCF733R-FW0009-C032,73,BOMCF733R-FW0009-C032
BOMCF733R-FW0009-C066,84,BOMCF733R-FW0009-C066
BOMCF914R-FW0126-C001,108,BOMCF914R-FW0126-C001
BOMCF914R-FW0255,33,BOMCF914R-FW0255
BOMCF914R-FW0579-C238,157,BOMCF914R-FW0579-C238
BOMCF914R-FW0633-C003,89,BOMCF914R-FW0633-C003
BOMCF914R-FW0633-C090,104,BOMCF914R-FW0633-C090
BOMCF914R-FW0633-C095,99,BOMCF914R-FW0633-C095
BOMCF914RL54-3022T,2,BOMCF914RL54-3022T
BOMCF916RL54-3022A,23,BOMCF916RL54-3022A
BOMCF916RL54-3022J,21,BOMCF916RL54-3022J
BOMCF984R-FW0009-C053,72,BOMCF984R-FW0009-C053
BOMCF984R-FW0009-C090,61,BOMCF984R-FW0009-C090
BOMCF984R-FW0301,38,BOMCF984R-FW0301
BOMCF984R-FW0499,3,BOMCF984R-FW0499
BOMCF985R-FW0009-C001,86,BOMCF985R-FW0009-C001
BOMCF985R-FW0009-C238,41,BOMCF985R-FW0009-C238
BOMCF985R-FW0302,50,BOMCF985R-FW0302
BOMCF985R-FW0303,54,BOMCF985R-FW0303
BOMCF985R-FW0500,32,BOMCF985R-FW0500
BOMCH02RC20L38-4485,0,BOMCH02RC20L38-4485
BOMCH151PL48-4121A,0,BOMCH151PL48-4121A
BOMCH155PL44-3266,0,BOMCH155PL44-3266
BOMCH155R-6376,6,BOMCH155R-6376
BOMCH155R-6445,14,BOMCH155R-6445
BOMCH155R-6446,18,BOMCH155R-6446
BOMCH191R-6444,18,BOMCH191R-6444
BOMCH244RL45-4944C,0,BOMCH244RL45-4944C
BOMCH244RL45-4944F,0,BOMCH244RL45-4944F
BOMCH25SC20L31-3249A,0,BOMCH25SC20L31-3249A
BOMCH25SC20L31-3249B,0,BOMCH25SC20L31-3249B
BOMCH25SC21L04-170,0,BOMCH25SC21L04-170
BOMCH25SC21L04-171,0,BOMCH25SC21L04-171
BOMCH274RL46-4944AY,1,BOMCH274RL46-4944AY
BOMCH274RL49-4944CJ,4,BOMCH274RL49-4944CJ
BOMCH277V-FW0009-C001,8,BOMCH277V-FW0009-C001
BOMCH277V-FW0009-C053,16,BOMCH277V-FW0009-C053
BOMCH306PL48-5014,0,BOMCH306PL48-5014
BOMCH306RL47-5009,5,BOMCH306RL47-5009
BOMCH306RL47-5016,1,BOMCH306RL47-5016
BOMCH306RL49-5058,0,BOMCH306RL49-5058
BOMCH306RL49-5059,15,BOMCH306RL49-5059
BOMCH306RL49-5061,6,BOMCH306RL49-5061
BOMCH306RL49-5062,1,BOMCH306RL49-5062
BOMCH306RL53-6178,60,BOMCH306RL53-6178
BOMCH306RL53-6181,11,BOMCH306RL53-6181
BOMCH306RL53-6188,36,BOMCH306RL53-6188
BOMCH306RL53-6190,41,BOMCH306RL53-6190
BOMCH306RL53-6191,21,BOMCH306RL53-6191
BOMCH306RL53-6192,40,BOMCH306RL53-6192
BOMCH306RL53-6193,74,BOMCH306RL53-6193
BOMCH306RL53-6195,98,BOMCH306RL53-6195
BOMCH306RL53-6196,94,BOMCH306RL53-6196
BOMCH306RL53-6199,35,BOMCH306RL53-6199
BOMCH306RL53-6229A,31,BOMCH306RL53-6229A
BOMCH306RL53-6229B,32,BOMCH306RL53-6229B
BOMCH306RL53-6263A,28,BOMCH306RL53-6263A
BOMCH306RL53-6263B,8,BOMCH306RL53-6263B
BOMCH306RL53-6346,30,BOMCH306RL53-6346
BOMCH306RL53-6369,6,BOMCH306RL53-6369
BOMCH306RL53-6373,19,BOMCH306RL53-6373
BOMCH306RL53-6375,38,BOMCH306RL53-6375
BOMCH306RL53-6377,13,BOMCH306RL53-6377
BOMCH306RL53-6378,16,BOMCH306RL53-6378
BOMCH306RL53-6379,25,BOMCH306RL53-6379
BOMCH306V-6133,4,BOMCH306V-6133
BOMCH306VL50-6007,0,BOMCH306VL50-6007
BOMCH306X-6585,30,BOMCH306X-6585
BOMCH306X-6586A,23,BOMCH306X-6586A
BOMCH306X-6593,30,BOMCH306X-6593
BOMCH306XL51-6049,0,BOMCH306XL51-6049
BOMCH306XL53-6187,88,BOMCH306XL53-6187
BOMCH306XL53-6189,56,BOMCH306XL53-6189
BOMCH306XL53-6197,72,BOMCH306XL53-6197
BOMCH306XL53-6198,13,BOMCH306XL53-6198
BOMCH306XL53-6201,1,BOMCH306XL53-6201
BOMCH306XL53-6203,4,BOMCH306XL53-6203
BOMCH306XL53-6204,2,BOMCH306XL53-6204
BOMCH317RL48-5040,0,BOMCH317RL48-5040
BOMCH317VL50-6032,1,BOMCH317VL50-6032
BOMCH317VL50-6033,0,BOMCH317VL50-6033
BOMCH31RC21L33-3866,0,BOMCH31RC21L33-3866
BOMCH326XL48-3010C,0,BOMCH326XL48-3010C
BOMCH328XL48-1226E,2,BOMCH328XL48-1226E
BOMCH32RC21L33-3699,0,BOMCH32RC21L33-3699
BOMCH332XL49-5041C,5,BOMCH332XL49-5041C
BOMCH341AAL49-5041B,1,BOMCH341AAL49-5041B
BOMCH341AAL49-5041C,185,BOMCH341AAL49-5041C
BOMCH351VL49-5072,0,BOMCH351VL49-5072
BOMCH386XL49-5098,0,BOMCH386XL49-5098
BOMCH387VL50-6031,0,BOMCH387VL50-6031
BOMCH387XL49-5099A,0,BOMCH387XL49-5099A
BOMCH387XL49-5099B,2,BOMCH387XL49-5099B
BOMCH388VL50-5013,12,BOMCH388VL50-5013
BOMCH388VL50-5016,0,BOMCH388VL50-5016
BOMCH388VL50-6009,9,BOMCH388VL50-6009
BOMCH388VL50-6011,1,BOMCH388VL50-6011
BOMCH426VL50-6018,0,BOMCH426VL50-6018
BOMCH915RL54-3022G,65,BOMCH915RL54-3022G
BOMCH915RL54-4496,57,BOMCH915RL54-4496
BOMCJ103RL43-1224AO,0,BOMCJ103RL43-1224AO
BOMCJ146RL45-4945A,0,BOMCJ146RL45-4945A
BOMCJ146RL45-4945U,0,BOMCJ146RL45-4945U
BOMCJ146RL45-4945W,1,BOMCJ146RL45-4945W
BOMCJ229ABL49-1315CA,0,BOMCJ229ABL49-1315CA
BOMCJ229ABL49-1315D,1,BOMCJ229ABL49-1315D
BOMCJ249XL49-1315A,0,BOMCJ249XL49-1315A
BOMCJ249XL49-1315U,0,BOMCJ249XL49-1315U
BOMCJ368ZL52-6103B,0,BOMCJ368ZL52-6103B
BOMCJ368ZL52-6103C,0,BOMCJ368ZL52-6103C
BOMCJ585X-FW0008-C008,17,BOMCJ585X-FW0008-C008
BOMCJ585X-FW0008-C133,19,BOMCJ585X-FW0008-C133
BOMCL731RL53-4945F,1,BOMCL731RL53-4945F
BOMCL731RL53-4945M,4,BOMCL731RL53-4945M
BOMCL731RL53-4945R,0,BOMCL731RL53-4945R
BOMCO25L50-P15,6,BOMCO25L50-P15
BOMCO31XL50-P21,2,BOMCO31XL50-P21
BOMCOH100VL54-5000-P2,102,BOMCOH100VL54-5000-P2
BOMCOH101VL54-5000-P2,83,BOMCOH101VL54-5000-P2
BOMCOH102VL54-5000-P2,66,BOMCOH102VL54-5000-P2
BOMCOH103VL54-5000-P2,67,BOMCOH103VL54-5000-P2
BOMCOH104VL54-5000-P2,65,BOMCOH104VL54-5000-P2
BOMCOH105VL54-5000-P2,42,BOMCOH105VL54-5000-P2
BOMCOH106VL54-5000-P2,47,BOMCOH106VL54-5000-P2
BOMCOH107VL54-5000-P2,71,BOMCOH107VL54-5000-P2
BOMCOH108VL54-5000-P2,66,BOMCOH108VL54-5000-P2
BOMCOH109VL54-5000-P3,72,BOMCOH109VL54-5000-P3
BOMCOH110VL54-5000-P3,57,BOMCOH110VL54-5000-P3
BOMCOH111VL54-5000-P3,76,BOMCOH111VL54-5000-P3
BOMCOH112VL54-5000-P3,71,BOMCOH112VL54-5000-P3
BOMCOH113VL54-5000-P3,108,BOMCOH113VL54-5000-P3
BOMCOH114VL54-5000-P3,45,BOMCOH114VL54-5000-P3
BOMCOH115VL54-5000-P3,47,BOMCOH115VL54-5000-P3
BOMCOH116VL54-5000-P3,41,BOMCOH116VL54-5000-P3
BOMCOH117VL54-5000-P3,71,BOMCOH117VL54-5000-P3
BOMCOH118VL54-5000-P3,47,BOMCOH118VL54-5000-P3
BOMCOH119VL54-5000-P3,125,BOMCOH119VL54-5000-P3
BOMCOH120VL54-5000-P3,64,BOMCOH120VL54-5000-P3
BOMCOH121VL54-5000-P3,36,BOMCOH121VL54-5000-P3
BOMCOH122VL54-5000-P3,36,BOMCOH122VL54-5000-P3
BOMCOH13VL46-5000A,93,BOMCOH13VL46-5000A
BOMCOH13VL46-5000C,183,BOMCOH13VL46-5000C
BOMCOH13VL49-5000E,155,BOMCOH13VL49-5000E
BOMCOH13VL50-5000A-A111,1,BOMCOH13VL50-5000A-A111
BOMCOH13VL50-5000A-A114,1,BOMCOH13VL50-5000A-A114
BOMCOH13VL50-5000C-A95,2,BOMCOH13VL50-5000C-A95
BOMCOH17YL49-3045N-A58,0,BOMCOH17YL49-3045N-A58
BOMCOH54RL54-5000-P2,390,BOMCOH54RL54-5000-P2
BOMCOH55RL54-5000-P2,239,BOMCOH55RL54-5000-P2
BOMCOH57RL54-5000-P2,145,BOMCOH57RL54-5000-P2
BOMCOH58RL54-5000-P2,235,BOMCOH58RL54-5000-P2
BOMCOH59RL54-5000-P2,137,BOMCOH59RL54-5000-P2
BOMCOH60RL54-5000-P2,145,BOMCOH60RL54-5000-P2
BOMCOH61RL54-5000-P2,137,BOMCOH61RL54-5000-P2
BOMCOH62RL54-5000-P2,235,BOMCOH62RL54-5000-P2
BOMCOH67RL54-5000-P3,145,BOMCOH67RL54-5000-P3
BOMCOH68RL54-5000-P3,137,BOMCOH68RL54-5000-P3
BOMCOH69RL54-5000-P3,128,BOMCOH69RL54-5000-P3
BOMCOH71RL54-5000-P3,128,BOMCOH71RL54-5000-P3
BOMCOH72RL54-5000-P3,239,BOMCOH72RL54-5000-P3
BOMCOH74VL54-5000-P2,178,BOMCOH74VL54-5000-P2
BOMCOH75VL54-5000-P2,56,BOMCOH75VL54-5000-P2
BOMCOH76VL54-5000-P2,54,BOMCOH76VL54-5000-P2
BOMCOH77VL54-5000-P2,65,BOMCOH77VL54-5000-P2
BOMCOH78VL54-5000-P2,76,BOMCOH78VL54-5000-P2
BOMCOH79VL54-5000-P2,72,BOMCOH79VL54-5000-P2
BOMCOH80VL54-5000-P2,72,BOMCOH80VL54-5000-P2
BOMCOH81VL54-5000-P2,45,BOMCOH81VL54-5000-P2
BOMCOH82VL54-5000-P2,133,BOMCOH82VL54-5000-P2
BOMCOH83VL54-5000-P2,133,BOMCOH83VL54-5000-P2
BOMCOH84VL54-5000-P2,47,BOMCOH84VL54-5000-P2
BOMCOH85VL54-5000-P2,41,BOMCOH85VL54-5000-P2
BOMCOH86VL54-5000-P2,34,BOMCOH86VL54-5000-P2
BOMCOH87VL54-5000-P2,74,BOMCOH87VL54-5000-P2
BOMCOH88VL54-5000-P2,135,BOMCOH88VL54-5000-P2
BOMCOH89VL54-5000-P2,38,BOMCOH89VL54-5000-P2
BOMCOH90VL54-5000-P2,111,BOMCOH90VL54-5000-P2
BOMCOH91VL54-5000-P2,45,BOMCOH91VL54-5000-P2
BOMCOH92VL54-5000-P2,130,BOMCOH92VL54-5000-P2
BOMCOH93VL54-5000-P2,147,BOMCOH93VL54-5000-P2
BOMCOH94VL54-5000-P2,109,BOMCOH94VL54-5000-P2
BOMCOH95VL54-5000-P2,145,BOMCOH95VL54-5000-P2
BOMCOH96VL54-5000-P2,71,BOMCOH96VL54-5000-P2
BOMCOH97VL54-5000-P2,132,BOMCOH97VL54-5000-P2
BOMCOH98VL54-5000-P2,44,BOMCOH98VL54-5000-P2
BOMCOH99VL54-5000-P2,36,BOMCOH99VL54-5000-P2
BOMCS113S-1080BJ,46,BOMCS113S-1080BJ
BOMCS113S-1080CE,1,BOMCS113S-1080CE
BOMCS113S-1080FG,65,BOMCS113S-1080FG
BOMCS113S-1080W,89,BOMCS113S-1080W
BOMCS166XL48-1080R,0,BOMCS166XL48-1080R
BOMCS171RL46-4841B,0,BOMCS171RL46-4841B
BOMCS182XL49-1080DA,0,BOMCS182XL49-1080DA
BOMCS182XL52-1080A,0,BOMCS182XL52-1080A
BOMCS219XL49-5041B,2,BOMCS219XL49-5041B
BOMCS219XL51-5041K,9,BOMCS219XL51-5041K
BOMCS221XL49-5041D,0,BOMCS221XL49-5041D
BOMCS227PX-4945-CTP,262,BOMCS227PX-4945-CTP
BOMCS227PX-FW0009-C006,34,BOMCS227PX-FW0009-C006
BOMCS227PX-FW0009-C140,32,BOMCS227PX-FW0009-C140
BOMCS227XL49-4945CT,27,BOMCS227XL49-4945CT
BOMCS227XL51-4945A,59,BOMCS227XL51-4945A
BOMCS227XL51-4945CE,86,BOMCS227XL51-4945CE
BOMCS517R-1315AV,12,BOMCS517R-1315AV
BOMCS517R-1315CA,16,BOMCS517R-1315CA
BOMCS517R-1315CC,17,BOMCS517R-1315CC
BOMCS517R-1315W,6,BOMCS517R-1315W
BOMCS517XL53-1315CA,22,BOMCS517XL53-1315CA
BOMCS517XL53-1315W,14,BOMCS517XL53-1315W
BOMCS517ZL53-1315AV,62,BOMCS517ZL53-1315AV
BOMCS517ZL53-1315CC,19,BOMCS517ZL53-1315CC
BOMCS781R-FW0020,79,BOMCS781R-FW0020
BOMCS781R-FW0024,90,BOMCS781R-FW0024
BOMCS797ZL53-1315CA,158,BOMCS797ZL53-1315CA
BOMCS797ZL54-1315AV,136,BOMCS797ZL54-1315AV
BOMCS860R-FW0020,96,BOMCS860R-FW0020
BOMCS860R-FW0021,96,BOMCS860R-FW0021
BOMCT1051X-FW0008-C477,0,BOMCT1051X-FW0008-C477
BOMCT150SL45-1224A,0,BOMCT150SL45-1224A
BOMCT159XL46-1080-CTP,0,BOMCT159XL46-1080-CTP
BOMCT163GL45-1080A,0,BOMCT163GL45-1080A
BOMCT163GL45-1080W,0,BOMCT163GL45-1080W
BOMCT164XL45-1080A,0,BOMCT164XL45-1080A
BOMCT164XL45-1080P,0,BOMCT164XL45-1080P
BOMCT164XL45-1080W,1,BOMCT164XL45-1080W
BOMCT164XL52-1315BJ,0,BOMCT164XL52-1315BJ
BOMCT164XL52-1315DI,1,BOMCT164XL52-1315DI
BOMCT164XL54-1315FO,0,BOMCT164XL54-1315FO
BOMCT166PXL48-1315D,0,BOMCT166PXL48-1315D
BOMCT166PXL48-1315W,9,BOMCT166PXL48-1315W
BOMCT166XL46-1080BX,1,BOMCT166XL46-1080BX
BOMCT166XL46-1080-CTP,2,BOMCT166XL46-1080-CTP
BOMCT166XL46-1080W,17,BOMCT166XL46-1080W
BOMCT166XL47-1080Q,0,BOMCT166XL47-1080Q
BOMCT166XL47-1080R,248,BOMCT166XL47-1080R
BOMCT167R-1315AW,1,BOMCT167R-1315AW
BOMCT167R-1315CA,46,BOMCT167R-1315CA
BOMCT173QL46-4945A,65,BOMCT173QL46-4945A
BOMCT173QL46-4945AO,0,BOMCT173QL46-4945AO
BOMCT173QL46-4945P,0,BOMCT173QL46-4945P
BOMCT173QL47-4945AP,0,BOMCT173QL47-4945AP
BOMCT173QL47-4945AV,56,BOMCT173QL47-4945AV
BOMCT173QL47-4945BQ,97,BOMCT173QL47-4945BQ
BOMCT173QL51-3602P,1,BOMCT173QL51-3602P
BOMCT173QL51-4945EC,2,BOMCT173QL51-4945EC
BOMCT173QL54-4945BJ,3,BOMCT173QL54-4945BJ
BOMCT173QL54-4945CA,1,BOMCT173QL54-4945CA
BOMCT175RL46-1224U,0,BOMCT175RL46-1224U
BOMCT182XL46-1080BJ,0,BOMCT182XL46-1080BJ
BOMCT182XL46-1080W,0,BOMCT182XL46-1080W
BOMCT182XL47-1080A-R25,1,BOMCT182XL47-1080A-R25
BOMCT182XL49-1315AW,0,BOMCT182XL49-1315AW
BOMCT182XL49-1315P,158,BOMCT182XL49-1315P
BOMCT182XL50-1315CC,0,BOMCT182XL50-1315CC
BOMCT182XL54-1315R,0,BOMCT182XL54-1315R
BOMCT184IL46-1080CA,1,BOMCT184IL46-1080CA
BOMCT184IL46-1080-CTP,2,BOMCT184IL46-1080-CTP
BOMCT184IL47-1080U,50,BOMCT184IL47-1080U
BOMCT184IL47-1080V,0,BOMCT184IL47-1080V
BOMCT184IL49-1315AV,0,BOMCT184IL49-1315AV
BOMCT184IL49-1315CC,4,BOMCT184IL49-1315CC
BOMCT184IL50-1315BJ,0,BOMCT184IL50-1315BJ
BOMCT201IL48-1315A,0,BOMCT201IL48-1315A
BOMCT201IL48-1315AW,0,BOMCT201IL48-1315AW
BOMCT201IL48-1315V,0,BOMCT201IL48-1315V
BOMCT201PIL48-1224AP,1,BOMCT201PIL48-1224AP
BOMCT201PIL48-1224P,0,BOMCT201PIL48-1224P
BOMCT208XL48-1315A,0,BOMCT208XL48-1315A
BOMCT208XL48-1315W,0,BOMCT208XL48-1315W
BOMCT215GL49-1315A,0,BOMCT215GL49-1315A
BOMCT215GL49-1315W,0,BOMCT215GL49-1315W
BOMCT228QL49-1247CE,0,BOMCT228QL49-1247CE
BOMCT228QL49-1247-CTP,0,BOMCT228QL49-1247-CTP
BOMCT228QL49-1247W,0,BOMCT228QL49-1247W
BOMCT228QL50-1113B,0,BOMCT228QL50-1113B
BOMCT228QL50-1113F,0,BOMCT228QL50-1113F
BOMCT245GL49-1315BQ,0,BOMCT245GL49-1315BQ
BOMCT245GL49-1315CO,0,BOMCT245GL49-1315CO
BOMCT245GL49-1315-CTP,0,BOMCT245GL49-1315-CTP
BOMCT246GL49-1315A,0,BOMCT246GL49-1315A
BOMCT246GL49-1315D,180,BOMCT246GL49-1315D
BOMCT246GL52-1315DI,0,BOMCT246GL52-1315DI
BOMCT246GL52-1315U-A304,6,BOMCT246GL52-1315U-A304
BOMCT286AC-FW0008-C008,888,BOMCT286AC-FW0008-C008
BOMCT286AC-FW0008-C022,37,BOMCT286AC-FW0008-C022
BOMCT286AC-FW0008-C047,56,BOMCT286AC-FW0008-C047
BOMCT286AC-FW0008-C112,110,BOMCT286AC-FW0008-C112
BOMCT286AC-FW0008-C140,15,BOMCT286AC-FW0008-C140
BOMCT286AF-1226CG,0,BOMCT286AF-1226CG
BOMCT286AF-FW0008-C006,160,BOMCT286AF-FW0008-C006
BOMCT286AF-FW0008-C099,1184,BOMCT286AF-FW0008-C099
BOMCT286AF-FW0008-C141,2,BOMCT286AF-FW0008-C141
BOMCT286AF-FW0008-C357,2,BOMCT286AF-FW0008-C357
BOMCT286R-1080CA,145,BOMCT286R-1080CA
BOMCT286R-1080W,119,BOMCT286R-1080W
BOMCT286X-1080BF,97,BOMCT286X-1080BF
BOMCT286X-1080BJ,100,BOMCT286X-1080BJ
BOMCT286X-FW0008-C168,1,BOMCT286X-FW0008-C168
BOMCT286Z-FW0008-C001,48,BOMCT286Z-FW0008-C001
BOMCT286Z-FW0008-C041,43,BOMCT286Z-FW0008-C041
BOMCT286Z-FW0008-C172,68,BOMCT286Z-FW0008-C172
BOMCT286ZL52-1226CA,11,BOMCT286ZL52-1226CA
BOMCT286ZL52-1226U,74,BOMCT286ZL52-1226U
BOMCT286ZL54-1226CP,0,BOMCT286ZL54-1226CP
BOMCT307ZL50-1315-CTP,1,BOMCT307ZL50-1315-CTP
BOMCT307ZL50-1315DA,0,BOMCT307ZL50-1315DA
BOMCT307ZL53-1315CA,7,BOMCT307ZL53-1315CA
BOMCT315IL50-1080AP,111,BOMCT315IL50-1080AP
BOMCT315IL50-1080-CTP,30,BOMCT315IL50-1080-CTP
BOMCT315IL50-1080DA,12,BOMCT315IL50-1080DA
BOMCT331XL50-1319B,1,BOMCT331XL50-1319B
BOMCT332XL50-1319A,0,BOMCT332XL50-1319A
BOMCT332XL50-1319B,0,BOMCT332XL50-1319B
BOMCT332XL50-1319C,0,BOMCT332XL50-1319C
BOMCT365ZL52-6103A,0,BOMCT365ZL52-6103A
BOMCT365ZL52-6103B,0,BOMCT365ZL52-6103B
BOMCT365ZL52-6103C,1,BOMCT365ZL52-6103C
BOMCT517AC-FW0004-C140,2,BOMCT517AC-FW0004-C140
BOMCT517AC-FW0570-C111,193,BOMCT517AC-FW0570-C111
BOMCT517ACL52-1315BJ,31,BOMCT517ACL52-1315BJ
BOMCT517I-1315CE,70,BOMCT517I-1315CE
BOMCT517I-FW0004-C074,3,BOMCT517I-FW0004-C074
BOMCT517I-FW0004-C091,6,BOMCT517I-FW0004-C091
BOMCT517IL54-1315AW,55,BOMCT517IL54-1315AW
BOMCT517IL54-1315P,25,BOMCT517IL54-1315P
BOMCT517Z-FW0004-C037,9,BOMCT517Z-FW0004-C037
BOMCT517Z-FW0004-C105,2,BOMCT517Z-FW0004-C105
BOMCT517Z-FW0004-C106,1,BOMCT517Z-FW0004-C106
BOMCT517Z-FW0496-C111,4,BOMCT517Z-FW0496-C111
BOMCT517ZL52-1315C,61,BOMCT517ZL52-1315C
BOMCT625R-FW0027,1,BOMCT625R-FW0027
BOMCT625R-FW0033,1,BOMCT625R-FW0033
BOMCT627X-FW0041-C236-C236,1,BOMCT627X-FW0041-C236-C236
BOMCT627X-FW0043-C001-C001,1,BOMCT627X-FW0043-C001-C001
BOMCT676ZL53-1315CA,35,BOMCT676ZL53-1315CA
BOMCT676ZL53-1315EA,15,BOMCT676ZL53-1315EA
BOMCT678ZL53-1315CT,8,BOMCT678ZL53-1315CT
BOMCT678ZL53-1315W,25,BOMCT678ZL53-1315W
BOMCT710XL53-1315CC,38,BOMCT710XL53-1315CC
BOMCT710XL53-1315P,69,BOMCT710XL53-1315P
BOMCT714XL53-1315A,119,BOMCT714XL53-1315A
BOMCT714XL53-1315AV,125,BOMCT714XL53-1315AV
BOMCT716XL53-1315BQ,16,BOMCT716XL53-1315BQ
BOMCT716XL53-1315W,15,BOMCT716XL53-1315W
BOMCT784R-FW0023-C001,97,BOMCT784R-FW0023-C001
BOMCT784R-FW0024-C358,96,BOMCT784R-FW0024-C358
BOMCT78S-FW0004-C112,20,BOMCT78S-FW0004-C112
BOMCT78S-FW0004-C133,15,BOMCT78S-FW0004-C133
BOMCT78S-FW0004-C140,17,BOMCT78S-FW0004-C140
BOMCT795XL53-1315AV,188,BOMCT795XL53-1315AV
BOMCT795XL53-1315CC,0,BOMCT795XL53-1315CC
BOMCT796XL53-1315P,107,BOMCT796XL53-1315P
BOMCT796XL53-1315W,94,BOMCT796XL53-1315W
BOMCT838X-FW0041,32,BOMCT838X-FW0041
BOMCT838X-FW0043,69,BOMCT838X-FW0043
BOMCT951X-1315A,1,BOMCT951X-1315A
BOMCT951X-1315W,0,BOMCT951X-1315W
BOMCT951X-FW0004-C105,1,BOMCT951X-FW0004-C105
BOMDF275RL46-700C,0,BOMDF275RL46-700C
BOMDF275RL46-700D,0,BOMDF275RL46-700D
BOMDF918XL54-4854CJ,4,BOMDF918XL54-4854CJ
BOMDH344Y-FW0279-W01,81,BOMDH344Y-FW0279-W01
BOMDH344Y-FW0279-W05,37,BOMDH344Y-FW0279-W05
BOMDH344YL49-700C,74,BOMDH344YL49-700C
BOMDH344YL53-700CG-D53,2,BOMDH344YL53-700CG-D53
BOMDH344YL53-700CK-D60,23,BOMDH344YL53-700CK-D60
BOMDL343VL49-700BJ,0,BOMDL343VL49-700BJ
BOMDL343VL49-700CJ,56,BOMDL343VL49-700CJ
BOMDL343VL52-700BK-D68,1,BOMDL343VL52-700BK-D68
BOMDL343VL52-700CK-D69,0,BOMDL343VL52-700CK-D69
BOMDS138R-663A,1,BOMDS138R-663A
BOMDS138R-663C,9,BOMDS138R-663C
BOMDS138R-663D,5,BOMDS138R-663D
BOMDS138R-664A,5,BOMDS138R-664A
BOMDS138R-666B,9,BOMDS138R-666B
BOMDS138R-666D,8,BOMDS138R-666D
BOMDS138XL53-663A,46,BOMDS138XL53-663A
BOMDS138XL53-663BL-D207,42,BOMDS138XL53-663BL-D207
BOMDS138XL53-663C,47,BOMDS138XL53-663C
BOMDS138XL53-663CZ-D206,57,BOMDS138XL53-663CZ-D206
BOMDS138XL53-663D,17,BOMDS138XL53-663D
BOMDS138XL53-664A,21,BOMDS138XL53-664A
BOMDS138XL53-664A-D186,22,BOMDS138XL53-664A-D186
BOMDS138XL53-664A-D187,38,BOMDS138XL53-664A-D187
BOMDS138XL53-666B,58,BOMDS138XL53-666B
BOMDS138XL53-666BG-D17,30,BOMDS138XL53-666BG-D17
BOMDS138XL53-666BL-D8,65,BOMDS138XL53-666BL-D8
BOMDS138XL53-666BU-D14,57,BOMDS138XL53-666BU-D14
BOMDS138XL53-666CG-D185,59,BOMDS138XL53-666CG-D185
BOMDS138XL53-666CL-D8,29,BOMDS138XL53-666CL-D8
BOMDS138XL53-666CU-D212,48,BOMDS138XL53-666CU-D212
BOMDS138XL53-666D,22,BOMDS138XL53-666D
BOMDS138XL53-666E,103,BOMDS138XL53-666E
BOMDS138ZL53-663BZ-D203,10,BOMDS138ZL53-663BZ-D203
BOMDS138ZL53-663CL-D208,51,BOMDS138ZL53-663CL-D208
BOMDS138ZL53-664F-D184,85,BOMDS138ZL53-664F-D184
BOMDS138ZL53-664F-D185,29,BOMDS138ZL53-664F-D185
BOMDS138ZL53-666BG-D25,26,BOMDS138ZL53-666BG-D25
BOMDS138ZL53-666BZ-D209,37,BOMDS138ZL53-666BZ-D209
BOMDS138ZL53-666CR-D34,24,BOMDS138ZL53-666CR-D34
BOMDS138ZL53-666CZ-D210,36,BOMDS138ZL53-666CZ-D210
